date;AAAA3;BBBB3;CCCC4;DDDD3;EEEE3;FFFF3;GGGG3;ZZZZ3;YYYY3;WWWW3;HHHH3;Benchmark Mercado;Risk Free;;;;;;;;;;;;;;;;;;
30/12/16;15.329000;9.213000;18.090000;3.505000;3.719000;3.401000;5.633000;2.401000;6.080000;12.369000;2.600000;1000.000000;30.000000;;;;;;;;;;;;;;;;;;
02/01/17;14.975929;9.069362;17.647573;3.428609;3.835627;3.527033;5.819214;2.501500;6.061975;12.154432;2.586480;988.197164;30.017527;;;;;;;;;;;;;;;;;;
03/01/17;15.955492;9.551482;18.605808;3.631052;3.739747;3.551211;5.827681;2.513645;6.273995;12.663076;2.562943;1024.801445;31.103906;;;;;;;;;;;;;;;;;;
04/01/17;15.862489;9.521872;18.156385;3.545119;3.713902;3.544457;5.933152;2.538274;6.349256;12.656898;2.539364;1022.176681;31.014132;;;;;;;;;;;;;;;;;;
05/01/17;16.207703;9.621570;18.692237;3.556654;3.745470;3.839685;6.393522;2.755279;;12.902261;2.532254;1031.912675;31.290151;;;;;;;;;;;;;;;;;;
06/01/17;;9.658850;18.376259;3.565147;3.809331;3.675133;6.170671;2.684590;6.402723;13.042577;2.543649;1024.601970;30.999634;;;;;;;;;;;;;;;;;;
09/01/17;15.746907;9.544049;18.816258;3.492597;3.988107;3.608990;6.099724;2.653992;6.480377;13.060172;2.096815;1026.258016;30.997038;;;;;;;;;;;;;;;;;;
10/01/17;16.141056;9.556219;20.283486;3.424660;3.997195;3.737486;6.330930;2.732032;6.479835;13.012528;2.303770;1034.795094;31.200647;;;;;;;;;;;;;;;;;;
11/01/17;16.613523;9.682846;20.898920;3.395863;4.052862;3.589384;6.182622;2.647541;6.533821;13.007011;2.302158;1038.118003;31.251697;;;;;;;;;;;;;;;;;;
12/01/17;17.007552;9.838036;21.692269;3.536933;4.193321;3.776265;6.466188;2.794387;6.733422;13.346165;2.312517;1065.569455;32.139041;;;;;;;;;;;;;;;;;;
13/01/17;16.788755;9.696911;22.285318;3.442566;4.260171;3.662054;6.282906;2.730829;6.636729;13.110108;2.326855;1059.438638;31.898687;;;;;;;;;;;;;;;;;;
16/01/17;16.800581;9.811164;23.090954;3.462189;4.420771;3.846973;6.712004;2.898765;6.590935;13.151416;2.312894;1063.278178;31.983191;;;;;;;;;;;;;;;;;;
17/01/17;16.657986;9.808988;22.350671;3.572439;4.389106;4.317695;7.603100;3.269405;6.674118;13.420691;2.294853;1071.140498;32.230083;;;;;;;;;;;;;;;;;;
18/01/17;16.421535;9.851713;23.445476;3.536616;4.188496;4.106972;7.176533;3.098074;6.614995;13.200157;2.278330;1069.874502;32.222608;;;;;;;;;;;;;;;;;;
19/01/17;16.177365;9.848169;22.795143;;4.122512;3.953324;6.838435;2.931362;6.638267;13.037064;2.286760;1068.940925;32.217046;;;;;;;;;;;;;;;;;;
20/01/17;16.121890;10.064313;23.225581;3.592495;4.241871;4.201567;7.268528;3.121002;6.670073;12.969702;2.296593;1077.057497;32.486642;;;;;;;;;;;;;;;;;;
23/01/17;16.181721;10.035325;24.071534;3.659758;4.301839;4.377103;7.436276;3.218935;6.819280;13.335244;2.296823;1098.462922;33.057561;;;;;;;;;;;;;;;;;;
24/01/17;15.867387;10.044041;24.658634;3.646513;4.237150;4.361706;7.440607;3.203427;6.799228;13.382379;2.288095;1097.299711;33.102720;;;;;;;;;;;;;;;;;;
25/01/17;15.965765;10.024957;24.747405;3.628645;4.271047;4.349057;7.483762;3.214639;6.748914;13.288702;2.289925;1095.242274;33.109340;;;;;;;;;;;;;;;;;;
26/01/17;15.728837;9.861903;24.610935;3.754876;4.402552;4.733387;8.138375;3.468502;6.757048;13.403512;2.286261;1102.113947;33.312933;;;;;;;;;;;;;;;;;;
27/01/17;15.295785;9.710708;24.756132;3.776460;5.217259;4.617575;8.027146;3.419364;6.738448;13.202021;2.398413;1099.670947;33.313212;;;;;;;;;;;;;;;;;;
30/01/17;14.598854;9.229987;23.633449;3.709811;5.147894;4.505341;7.810367;3.348905;6.663366;12.998862;2.389779;1073.132911;32.509274;;;;;;;;;;;;;;;;;;
31/01/17;14.573614;9.332935;23.398134;3.687809;5.350544;4.617333;8.047470;3.454923;6.759896;13.059957;2.507958;1079.667590;32.708859;;;;;;;;;;;;;;;;;;
01/02/17;14.652052;9.388000;23.705972;3.656060;5.391095;4.811303;8.325181;3.599370;6.833005;13.243094;2.544787;1082.239138;32.863631;;;;;;;;;;;;;;;;;;
02/02/17;14.368677;9.357464;23.485694;3.698290;5.377617;4.948768;8.487284;3.695370;6.771854;13.280961;2.553694;1075.471866;32.732077;;;;;;;;;;;;;;;;;;
03/02/17;14.796258;9.675546;21.913010;3.764149;5.493266;4.726989;8.244420;3.568564;6.950853;13.463848;2.528668;1079.255442;32.850504;;;;;;;;;;;;;;;;;;
06/02/17;14.609302;9.340525;21.565938;3.770430;5.373578;4.699100;8.239474;3.599610;6.816221;13.491914;2.535495;1062.559251;32.405540;;;;;;;;;;;;;;;;;;
07/02/17;14.431141;9.155823;21.772435;3.781070;5.351565;4.643514;8.207100;3.559910;6.878046;13.714626;2.538284;1068.609077;32.668629;;;;;;;;;;;;;;;;;;
08/02/17;14.732092;9.482263;21.889901;3.781925;5.284468;4.377631;7.793798;3.367108;;14.026160;2.516455;1079.096941;33.017024;;;;;;;;;;;;;;;;;;
09/02/17;14.516086;9.504550;22.306028;3.801687;5.353401;4.197959;7.290762;3.182446;6.998998;14.222530;2.537090;1078.797180;33.039218;;;;;;;;;;;;;;;;;;
10/02/17;14.900015;9.768370;23.567604;3.793812;5.489645;4.513895;7.828525;3.424182;7.047842;14.144906;2.532523;1100.157476;33.775170;;;;;;;;;;;;;;;;;;
13/02/17;15.223409;;25.885503;3.848135;5.563486;4.420303;7.626280;3.356609;7.101548;14.207134;2.518847;1115.010140;34.233685;;;;;;;;;;;;;;;;;;
14/02/17;15.600069;9.806962;24.799240;3.873599;5.469360;4.589812;7.944661;3.491369;7.052314;14.359818;2.538746;1111.353771;34.078633;;;;;;;;;;;;;;;;;;
15/02/17;15.502169;9.908537;24.184769;4.050163;5.610480;4.504550;7.801845;3.450952;7.361200;15.079457;2.546870;1132.611056;34.806292;;;;;;;;;;;;;;;;;;
16/02/17;15.642971;9.931719;24.207283;3.946556;5.602675;4.407209;7.739357;3.419516;7.337737;14.689160;2.550945;1131.791613;34.821137;;;;;;;;;;;;;;;;;;
17/02/17;15.504463;9.739017;24.484932;3.948061;5.608291;4.666482;8.190014;3.636755;7.414320;14.798436;2.560384;1127.948509;34.756872;;;;;;;;;;;;;;;;;;
20/02/17;15.811276;10.002744;26.264782;3.940694;5.541640;5.063980;8.944982;3.951631;7.558123;14.777234;2.580018;1141.770075;35.154967;;;;;;;;;;;;;;;;;;
21/02/17;15.883816;10.161409;25.712380;4.087636;5.504610;5.136580;9.124208;3.999590;7.700981;14.976877;2.595498;1148.963619;35.319329;;;;;;;;;;;;;;;;;;
22/02/17;15.471443;9.825763;25.117767;3.986884;5.512500;5.185433;9.230148;4.030430;7.714450;15.037379;2.589010;1143.824978;35.111036;;;;;;;;;;;;;;;;;;
23/02/17;15.264172;9.834081;23.946601;3.937772;5.522140;4.875994;8.740261;3.795155;7.625585;14.697440;2.575547;1124.468043;34.538797;;;;;;;;;;;;;;;;;;
24/02/17;14.851754;9.505862;23.530727;3.971180;5.717421;4.820014;8.660019;3.729572;7.428752;14.721616;2.586622;1111.904237;34.218515;;;;;;;;;;;;;;;;;;
27/02/17;14.710662;9.508714;23.549552;3.979122;5.692264;4.842669;8.652225;3.732929;7.356693;14.597954;2.565670;1113.599891;34.214237;;;;;;;;;;;;;;;;;;
28/02/17;14.572382;9.477335;23.679074;3.988672;5.693403;4.801022;8.684239;3.768018;7.386856;14.701600;2.584656;1111.289171;34.121859;;;;;;;;;;;;;;;;;;
01/03/17;15.004681;9.658010;24.182333;4.187139;5.676290;5.011405;9.165523;3.942555;7.400223;14.736658;2.586982;1116.959009;34.341161;;;;;;;;;;;;;;;;;;
02/03/17;14.611933;9.392381;22.870977;4.209017;5.804435;5.149344;9.373810;4.069998;7.237856;14.673505;2.581032;1095.426902;33.699757;;;;;;;;;;;;;;;;;;
03/03/17;14.679655;9.438094;23.301316;4.206911;6.189224;5.317070;9.763501;4.220068;7.357897;15.030303;2.559093;1113.617628;34.268644;;;;;;;;;;;;;;;;;;
06/03/17;14.474397;9.342110;22.711355;4.146252;6.919048;5.278255;9.880663;4.247499;7.347305;15.106109;2.563444;1108.689266;34.058730;;;;;;;;;;;;;;;;;;
07/03/17;14.458476;9.336107;22.404820;4.077916;6.821761;5.116149;9.622658;4.121721;7.188254;14.791985;2.208261;1096.239063;33.659233;;;;;;;;;;;;;;;;;;
08/03/17;13.529017;8.857206;21.798810;4.096447;6.974862;5.122467;9.605674;4.135880;7.047510;14.555074;2.195895;1080.830680;33.204642;;;;;;;;;;;;;;;;;;
09/03/17;13.511819;8.799073;21.948774;4.134157;7.905060;5.111370;9.475360;4.076876;6.995240;14.659572;2.208631;1076.370282;33.045199;;;;;;;;;;;;;;;;;;
10/03/17;13.452731;8.631200;21.357371;4.192214;7.941507;5.174091;9.643745;4.130571;7.084952;14.744191;2.214153;1076.232581;33.037667;;;;;;;;;;;;;;;;;;
13/03/17;13.575859;8.665467;22.443732;4.084980;7.201683;5.349575;9.885956;4.198378;7.119381;14.923708;2.192454;1092.945639;33.577973;;;;;;;;;;;;;;;;;;
14/03/17;13.056698;8.188316;22.531869;4.114394;7.155444;5.198486;9.460434;4.044117;7.007066;14.902892;2.201443;1078.093625;33.083907;;;;;;;;;;;;;;;;;;
15/03/17;13.288404;8.553407;24.043723;4.099293;7.100857;5.266093;9.719698;4.129468;7.235613;14.943988;2.119099;1105.646004;33.958367;;;;;;;;;;;;;;;;;;
16/03/17;12.827623;8.296346;23.586162;4.110998;6.982777;5.399111;10.037136;4.263508;7.292051;14.754026;2.091202;1096.497168;33.757175;;;;;;;;;;;;;;;;;;
17/03/17;12.308656;7.993974;22.881128;4.116347;6.858043;5.307887;9.956880;4.220464;7.190666;14.322110;2.078237;1071.978790;33.036100;;;;;;;;;;;;;;;;;;
20/03/17;12.592491;8.336544;23.117307;4.174701;6.600864;5.079177;9.565687;4.028902;7.230817;14.489740;2.097980;1082.218285;33.338445;;;;;;;;;;;;;;;;;;
21/03/17;12.116746;8.034960;21.153181;4.141625;6.159003;5.174787;9.722792;4.072913;6.928494;14.310502;2.108680;1048.650024;32.336025;;;;;;;;;;;;;;;;;;
22/03/17;12.563146;8.513047;21.588247;4.041769;5.905643;4.923268;9.394116;3.894908;7.099795;14.307492;2.115428;1058.365244;32.714017;;;;;;;;;;;;;;;;;;
23/03/17;12.554119;8.463660;21.553533;4.079532;7.207819;4.801792;9.148235;3.791015;7.066132;14.152736;2.120716;1056.194292;32.603567;;;;;;;;;;;;;;;;;;
24/03/17;12.519686;8.367638;21.217197;4.127759;6.244370;4.825290;9.122563;3.794404;7.156389;14.214305;2.131744;1061.748643;32.786435;;;;;;;;;;;;;;;;;;
27/03/17;12.712331;8.532853;21.550568;4.183382;6.632417;4.823228;9.133260;3.833382;7.245984;14.241264;2.118527;1071.298759;33.160846;;;;;;;;;;;;;;;;;;
28/03/17;13.009324;8.668532;21.787569;4.229171;6.442360;5.015951;9.475366;3.940936;7.228755;14.123738;2.131874;1075.518129;33.313835;;;;;;;;;;;;;;;;;;
29/03/17;13.539158;8.948005;22.003172;4.326700;6.598215;5.076873;9.446425;3.954121;7.307301;14.398820;2.187516;1087.924288;33.688951;;;;;;;;;;;;;;;;;;
30/03/17;13.363958;8.957848;21.921100;4.354650;6.479097;4.984410;9.361289;3.894364;7.246125;14.177376;2.202931;1081.230285;33.523774;;;;;;;;;;;;;;;;;;
31/03/17;13.339669;9.036258;21.913905;4.348195;6.289003;5.048743;9.337013;3.912694;7.142552;14.005946;2.191726;1075.478787;33.363886;;;;;;;;;;;;;;;;;;
03/04/17;13.611020;9.138796;21.688462;4.332974;6.260890;5.290405;9.614936;4.066720;7.227341;14.153707;2.251215;1076.795682;33.365536;;;;;;;;;;;;;;;;;;
04/04/17;13.755767;9.341626;22.704091;4.399646;6.207846;5.269778;9.647638;4.083398;7.299719;14.218981;2.257988;1085.542530;33.632395;;;;;;;;;;;;;;;;;;
05/04/17;13.630245;9.175880;21.729252;4.354747;5.517656;5.058730;9.191798;3.900671;7.260285;14.098757;2.248053;1067.505533;33.054232;;;;;;;;;;;;;;;;;;
06/04/17;13.501900;9.121463;21.473608;4.351195;5.614078;5.063662;9.153882;3.909545;7.098488;13.988897;2.360948;1056.752968;32.728727;;;;;;;;;;;;;;;;;;
07/04/17;13.514130;9.215250;21.501493;4.199215;5.554014;4.971614;8.971920;3.816192;7.078431;14.156906;2.477707;1064.379843;33.006668;;;;;;;;;;;;;;;;;;
10/04/17;13.836469;9.339917;21.245823;4.171710;5.300907;5.106778;9.228403;3.890178;7.163913;14.001429;2.443343;1062.972687;32.994388;;;;;;;;;;;;;;;;;;
11/04/17;13.533272;9.201710;20.898181;4.155988;5.619183;5.076138;9.310535;3.896402;7.209469;13.849861;2.809183;1055.679453;32.824924;;;;;;;;;;;;;;;;;;
12/04/17;13.455902;9.110819;20.159611;4.198729;5.557508;5.118777;9.223016;3.888609;7.193597;13.925469;2.813116;1047.394132;32.594383;;;;;;;;;;;;;;;;;;
13/04/17;12.873768;8.829070;19.972127;4.155458;5.995155;4.861585;8.887807;3.749611;6.992296;13.711736;2.814804;1028.986078;31.944937;;;;;;;;;;;;;;;;;;
14/04/17;12.786226;8.843197;19.892238;4.153796;6.052709;4.875683;8.844256;3.728989;6.932163;13.737788;2.818463;1026.567960;31.857887;;;;;;;;;;;;;;;;;;
17/04/17;12.969513;9.007879;19.969070;4.222028;5.973515;5.158779;9.189738;3.908214;7.165910;14.384280;2.730071;1052.733166;32.630856;;;;;;;;;;;;;;;;;;
18/04/17;12.900607;8.831054;19.257920;4.175214;6.023353;4.932776;8.743949;3.696352;7.226950;14.385292;2.739081;1049.456974;32.455887;;;;;;;;;;;;;;;;;;
19/04/17;12.649011;8.526745;19.195151;4.102495;6.155840;4.907298;8.531776;3.643623;7.060268;14.322302;2.259742;1038.522803;32.141263;;;;;;;;;;;;;;;;;;
20/04/17;12.824187;8.683427;20.375483;4.145420;5.888417;5.095477;8.810311;3.788446;6.995389;14.015228;2.262001;1045.743094;32.439453;;;;;;;;;;;;;;;;;;
21/04/17;12.747242;8.640009;20.255267;4.160758;5.865453;5.085796;8.858768;3.810040;7.023371;13.931136;2.254989;1048.252878;32.484057;;;;;;;;;;;;;;;;;;
24/04/17;12.741785;8.762632;20.505112;4.186431;5.862761;4.930911;8.498621;3.680672;7.253981;14.318719;2.260852;1056.880641;32.771723;;;;;;;;;;;;;;;;;;
25/04/17;13.096488;8.945970;21.068583;4.233591;5.772119;5.013049;8.633389;3.705913;7.294472;14.317835;2.277582;1067.891064;33.100845;;;;;;;;;;;;;;;;;;
26/04/17;12.935895;8.818264;20.721921;4.392188;5.718160;4.893336;8.506649;3.660404;7.281840;14.251799;2.307226;1061.327186;32.972692;;;;;;;;;;;;;;;;;;
27/04/17;12.738653;8.609063;20.028810;4.351065;5.562968;4.777040;8.377636;3.594640;7.393005;14.335192;2.422400;1057.285739;32.917202;;;;;;;;;;;;;;;;;;
28/04/17;12.812246;8.753547;20.347434;4.335125;5.561478;4.777995;8.411146;3.582778;7.478391;14.503599;2.529360;1071.385609;33.429423;;;;;;;;;;;;;;;;;;
01/05/17;12.850683;8.778057;20.502074;4.341194;5.536451;4.777995;8.348063;3.556624;7.499330;14.436883;2.538719;1069.912453;33.334150;;;;;;;;;;;;;;;;;;
02/05/17;12.893090;8.862537;20.762539;4.493105;5.531468;5.071805;8.944050;3.807338;7.688304;14.603087;2.643005;1091.962866;34.081153;;;;;;;;;;;;;;;;;;
03/05/17;12.923972;8.975345;19.424834;4.630486;5.502151;4.919227;8.613266;3.663864;7.559602;14.499817;2.689434;1084.278971;33.788506;;;;;;;;;;;;;;;;;;
04/05/17;12.683389;8.654798;18.522560;4.545632;5.334157;4.814754;8.374354;3.586052;7.309322;14.108429;2.739124;1064.108538;33.199652;;;;;;;;;;;;;;;;;;
05/05/17;13.234240;8.965992;18.952983;4.563250;5.561994;4.970152;8.573458;3.650154;7.497409;14.327136;2.778841;1078.777509;33.681387;;;;;;;;;;;;;;;;;;
08/05/17;13.027880;8.909093;19.011907;4.587892;5.498995;4.843686;8.285861;3.550340;7.427956;14.337516;2.827308;1074.251524;33.535025;;;;;;;;;;;;;;;;;;
09/05/17;13.299889;8.863948;19.434911;4.666623;5.512107;4.980701;8.547588;3.657160;7.434063;14.422924;3.097174;1087.809337;33.975867;;;;;;;;;;;;;;;;;;
10/05/17;13.757436;9.195808;19.601681;4.780702;5.450363;5.234050;8.915700;3.794546;7.526078;14.354611;3.073636;1104.697884;34.509297;;;;;;;;;;;;;;;;;;
11/05/17;13.730099;9.161988;19.328210;4.840199;5.516025;5.470760;9.186961;3.946802;7.659669;14.504993;3.158059;1105.349397;34.478748;;;;;;;;;;;;;;;;;;
12/05/17;14.146406;9.484541;18.925139;4.929909;5.577868;5.717983;9.461557;4.071876;7.718974;14.753270;3.147322;1117.848055;34.940158;;;;;;;;;;;;;;;;;;
15/05/17;14.390796;9.717250;19.384594;4.990340;5.651358;5.766506;9.652549;4.153664;7.772235;;3.164317;1120.611924;34.956667;;;;;;;;;;;;;;;;;;
16/05/17;14.343306;9.652811;19.694487;4.779153;5.554878;5.609215;9.320727;3.986368;7.788293;14.764582;3.139319;1125.202372;35.017714;;;;;;;;;;;;;;;;;;
17/05/17;14.192768;9.503736;19.432151;4.712350;5.526237;5.765875;9.737635;4.155107;7.673698;14.514396;3.164434;1105.838192;34.476358;;;;;;;;;;;;;;;;;;
18/05/17;12.587960;8.071611;19.424700;4.559505;4.868677;5.136048;8.684670;3.701646;6.874918;12.890937;3.186901;1007.977112;31.373660;;;;;;;;;;;;;;;;;;
19/05/17;12.794364;8.388825;19.563108;4.601149;5.364784;5.425319;9.291048;3.940482;6.891186;13.276885;3.175428;1026.620269;32.024526;;;;;;;;;;;;;;;;;;
22/05/17;12.697540;8.249015;20.226331;4.620594;5.281137;5.247342;8.940730;3.769840;6.657550;12.968751;3.182732;1008.686494;31.443481;;;;;;;;;;;;;;;;;;
23/05/17;12.755023;8.349079;20.594498;4.656587;5.538089;5.463016;9.269762;3.918000;6.719001;13.219124;3.169046;1024.533868;31.902898;;;;;;;;;;;;;;;;;;
24/05/17;13.126934;8.545491;20.021957;4.551288;5.654976;5.563006;9.498754;4.034377;6.693469;13.219165;3.148447;1034.516311;32.290308;;;;;;;;;;;;;;;;;;
25/05/17;12.753015;8.358648;20.072797;4.621207;5.943198;5.456661;9.347567;3.941923;6.556915;13.051399;3.168597;1034.249133;32.279547;;;;;;;;;;;;;;;;;;
26/05/17;12.790517;8.316494;20.320753;4.686332;5.890303;5.338685;9.096861;3.863792;6.727648;13.402666;3.182222;1049.457770;32.721938;;;;;;;;;;;;;;;;;;
29/05/17;12.580556;8.262888;20.566618;4.653287;5.740298;5.368402;9.246653;3.928188;6.774708;13.413419;3.201316;1044.616530;32.534177;;;;;;;;;;;;;;;;;;
30/05/17;12.380833;8.137804;20.785450;4.770103;5.820730;5.282597;9.121977;3.899185;6.815108;13.394519;3.208359;1047.758293;32.650733;;;;;;;;;;;;;;;;;;
31/05/17;11.973039;7.915000;19.731578;4.601723;5.676601;5.306063;9.301152;3.957447;6.766844;;3.177879;1028.683562;31.995913;;;;;;;;;;;;;;;;;;
01/06/17;11.881097;7.829153;19.486822;4.674268;5.563726;5.353123;9.303655;3.961282;6.562384;13.216770;3.477860;1023.623076;31.890507;;;;;;;;;;;;;;;;;;
02/06/17;12.140479;7.966941;19.549584;4.655480;5.495756;5.087348;8.925476;3.792339;6.554674;13.427926;3.459080;1027.555784;32.087174;;;;;;;;;;;;;;;;;;
05/06/17;12.406140;8.119574;19.306703;4.600847;5.476380;4.966042;8.789409;3.714047;6.479879;13.460089;3.485369;1028.414991;32.061862;;;;;;;;;;;;;;;;;;
06/06/17;12.505840;8.097651;19.455803;4.574845;5.390314;4.963062;8.827203;3.731132;6.630702;13.649462;3.493385;1036.461558;32.315127;;;;;;;;;;;;;;;;;;
07/06/17;12.267268;7.845461;19.288292;4.590615;5.164854;4.892153;8.654301;3.658049;6.713630;13.997405;3.469979;1038.308195;32.424406;;;;;;;;;;;;;;;;;;
08/06/17;12.252468;7.867664;19.759967;4.542290;5.248172;5.015589;8.914202;3.758028;6.614020;13.990486;3.447771;1030.835458;32.109985;;;;;;;;;;;;;;;;;;
09/06/17;12.245664;7.797062;20.075567;4.487357;5.217653;5.049593;8.947003;3.774111;6.478201;13.888027;3.470527;1019.847116;31.793392;;;;;;;;;;;;;;;;;;
12/06/17;12.218723;7.824520;19.793363;4.425146;5.072765;5.091512;8.931807;3.754492;6.458767;14.003297;3.496208;1011.659508;31.468201;;;;;;;;;;;;;;;;;;
13/06/17;12.176552;7.872906;19.561695;4.409338;5.076733;5.089475;8.889827;3.740976;6.443584;14.065652;3.487118;1015.060570;31.553538;;;;;;;;;;;;;;;;;;
14/06/17;11.921760;7.687891;19.296388;4.470171;5.347842;5.079297;8.927165;3.739853;6.471318;14.320468;3.510133;1016.349039;31.614890;;;;;;;;;;;;;;;;;;
15/06/17;11.840692;7.611781;19.238499;4.476429;5.376185;5.032567;8.933414;3.745837;6.497850;14.304716;3.491179;1014.011436;31.471832;;;;;;;;;;;;;;;;;;
16/06/17;11.738140;7.340786;18.813611;4.443396;5.390940;5.099730;9.093730;3.813808;6.556939;14.193244;3.511777;1007.736193;31.271560;;;;;;;;;;;;;;;;;;
19/06/17;11.716177;7.286934;19.469504;4.451045;5.334381;4.925335;8.835495;3.677285;6.576175;14.388116;3.508265;1016.291708;31.560504;;;;;;;;;;;;;;;;;;
20/06/17;11.385459;7.000070;18.823742;4.372932;5.119372;4.768379;8.581325;3.578120;6.351114;14.062709;3.533173;993.351583;30.806291;;;;;;;;;;;;;;;;;;
21/06/17;11.126068;6.901635;19.533434;4.326810;5.129611;4.810818;8.553865;3.601377;6.325199;14.137282;3.351814;991.292626;30.796349;;;;;;;;;;;;;;;;;;
22/06/17;11.286099;7.139797;20.028777;4.309153;5.277400;4.820299;8.462089;3.556976;6.379355;14.009233;3.362540;1002.098880;31.079711;;;;;;;;;;;;;;;;;;
23/06/17;11.040388;7.093089;20.275824;4.305703;5.349470;4.946274;8.586772;3.627882;6.346618;13.956461;3.368256;996.717152;30.891043;;;;;;;;;;;;;;;;;;
26/06/17;11.308451;7.286426;20.430367;4.325677;5.326534;5.137220;8.849562;3.754146;6.493585;14.368127;3.380382;1016.499610;31.576751;;;;;;;;;;;;;;;;;;
27/06/17;11.145908;7.310006;20.830869;4.216338;5.232740;5.227294;8.951628;3.825976;6.323518;14.361866;3.378692;1007.612132;31.232778;;;;;;;;;;;;;;;;;;
28/06/17;11.108994;7.223426;21.667133;4.220906;5.278854;5.031175;8.540585;3.679754;6.350672;14.407033;3.368556;1013.913159;31.428871;;;;;;;;;;;;;;;;;;
29/06/17;11.188592;7.353761;21.931848;4.237587;5.392137;4.928512;8.423533;3.642201;6.416710;14.619531;3.374282;1018.362373;31.580143;;;;;;;;;;;;;;;;;;
30/06/17;11.258567;7.513108;22.089101;4.327407;5.439965;5.081386;8.657861;3.748255;6.471478;14.790108;3.359435;1027.981498;31.840543;;;;;;;;;;;;;;;;;;
03/07/17;11.243546;7.493141;22.577413;4.363419;5.443659;4.790715;8.237063;3.555209;6.492834;14.960355;3.389334;1036.755462;32.062953;;;;;;;;;;;;;;;;;;
04/07/17;11.302764;7.526761;22.386115;4.383832;5.475263;5.011686;8.466257;3.680796;6.430294;14.927410;3.396113;1035.036127;32.029820;;;;;;;;;;;;;;;;;;
05/07/17;11.121178;7.334750;21.964627;4.375940;5.390591;5.154013;8.596629;3.753672;6.541189;15.065429;3.424301;1034.312235;32.041050;;;;;;;;;;;;;;;;;;
06/07/17;11.103124;7.297648;21.814556;4.305377;5.444632;5.090604;8.465936;3.727386;6.407836;14.736007;3.428410;1024.612346;31.758989;;;;;;;;;;;;;;;;;;
07/07/17;10.955822;7.118686;21.887743;4.393695;5.386990;5.087209;8.298592;3.689490;6.404391;14.513562;3.459951;1023.851055;31.722689;;;;;;;;;;;;;;;;;;
10/07/17;10.938331;7.202858;22.607588;4.542121;5.360055;5.009212;8.119076;3.595659;6.400088;;3.459605;1035.324511;32.088489;;;;;;;;;;;;;;;;;;
11/07/17;11.239391;7.430633;22.725085;4.608629;5.317882;4.990307;8.116040;3.570223;6.495360;14.672440;3.493855;1047.954714;32.468714;;;;;;;;;;;;;;;;;;
12/07/17;11.588853;7.726172;22.428191;4.706328;5.915976;5.270418;8.348410;3.707787;6.532873;14.733714;3.466953;1067.021570;33.057026;;;;;;;;;;;;;;;;;;
13/07/17;11.522262;7.717430;21.942052;4.819806;5.574497;5.159200;8.262402;3.662914;6.590880;14.642535;3.440951;1073.356715;33.233459;;;;;;;;;;;;;;;;;;
14/07/17;11.525246;7.828665;22.261869;4.734292;5.574404;5.049574;8.137238;3.596438;6.640731;14.662318;3.444391;1078.622347;33.327535;;;;;;;;;;;;;;;;;;
17/07/17;11.389117;7.770768;22.512263;4.776079;5.495253;5.194713;8.417507;3.688301;6.638716;14.441967;3.422003;1076.037756;33.209349;;;;;;;;;;;;;;;;;;
18/07/17;11.412464;7.866422;22.436966;4.925676;5.315154;5.106630;8.336225;3.672602;6.698116;14.582265;3.434664;1079.289905;33.366174;;;;;;;;;;;;;;;;;;
19/07/17;11.682580;8.047669;22.553638;4.881106;5.255492;5.123056;8.144630;3.621981;6.670162;14.249268;3.435008;1075.793674;33.193859;;;;;;;;;;;;;;;;;;
20/07/17;11.502050;8.037822;21.692833;4.884929;5.226587;5.191324;8.205110;3.624248;6.748362;14.392185;3.439130;1070.537060;33.065688;;;;;;;;;;;;;;;;;;
21/07/17;11.303094;7.711634;21.557181;4.829384;5.181414;5.035674;8.032123;3.571033;6.690065;14.287853;3.456669;1064.800097;32.839719;;;;;;;;;;;;;;;;;;
24/07/17;11.507898;7.786006;22.055685;4.818340;5.225456;5.087303;8.149815;3.620145;6.679361;14.385982;3.426251;1074.273100;33.165538;;;;;;;;;;;;;;;;;;
25/07/17;11.852759;7.974132;23.220003;4.757314;5.272453;5.181384;8.391810;3.741033;6.689394;14.456895;3.400896;1081.015590;33.295757;;;;;;;;;;;;;;;;;;
26/07/17;11.706891;7.807024;22.277002;4.708328;5.194635;5.578986;9.115491;4.045690;6.635371;14.472823;3.422662;1071.766590;32.940130;;;;;;;;;;;;;;;;;;
27/07/17;11.855134;7.867392;22.315834;4.694336;5.173143;5.655242;9.135258;4.088852;6.632179;14.423054;3.419924;1074.798727;33.036615;;;;;;;;;;;;;;;;;;
28/07/17;11.848510;8.019209;22.689716;4.639645;5.267913;6.258320;10.222724;4.558827;6.677278;14.350996;3.395985;1080.593400;33.199037;;;;;;;;;;;;;;;;;;
31/07/17;12.090701;8.078719;23.505389;4.737856;5.395758;6.461901;10.488819;4.659712;6.671288;14.308859;3.382061;1087.981212;33.433482;;;;;;;;;;;;;;;;;;
01/08/17;12.080337;7.915758;23.223783;4.776211;5.308608;6.681649;10.948299;4.836812;6.891713;14.886781;3.370900;1099.094114;33.811756;;;;;;;;;;;;;;;;;;
02/08/17;12.269371;8.185827;23.030844;4.910835;5.298389;7.126399;11.662817;5.196008;6.970081;15.000104;3.247353;1111.972667;34.130176;;;;;;;;;;;;;;;;;;
